       ALABAMA
        Charleston Co             32? 54' N     79? 58' W
        Columbia AP               33? 57' N     81? 7' W
        Florence AP               34? 11' N     79? 43' W
        Georgetown                33? 23' N     79? 17' W
        Greenville AP             34? 54' N     82? 13' W
        Greenwood                 34? 10' N     82? 7' W
        Orangeburg                33? 30' N     80? 52' W
        Rock Hill                 34? 59' N     80? 58' W
        Spartanburg AP            34? 58' N     82? 0' W
        Sumter, Shaw AFB          33? 54' N     80? 22' W
       SOUTH DAKOTA
        Aberdeen AP               45? 27' N     98? 26' W
        Brookings                 44? 18' N     96? 48' W
        Huron AP                  44? 23' N     98? 13' W
        Mitchell                  43? 41' N     98? 1' W
        Pierre AP                 44? 23' N    100? 17' W
        Rapid City AP (S)         44? 3' N     103? 4' W
        Sioux Falls AP            43? 34' N     96? 44' W
        Watertown AP              44? 55' N     97? 9' W
        Yankton                   42? 55' N     97? 23' W
       TENNESSEE
        Athens                    35? 26' N     84? 35' W
        Bristol-Tri City AP       36? 29' N     82? 24' W
        Chattanooga AP            35? 2' N      85? 12' W
        Clarksville               36? 33' N     87? 22' W
        Columbia                  35? 38' N     87? 2' W
        Dyersburg                 36? 1' N      89? 24' W
        Greenville                36? 4' N      82? 50' W
        Jackson AP                35? 36' N     88? 55' W
        Knoxville AP              35? 49' N     83? 59' W
        Memphis AP                35? 3' N      90? 0' W
        Murfreesboro              34? 55' N     86? 28' W
        Nashville AP (S)          36? 7' N      86? 41' W
        Tullahoma                 35? 23' N     86? 5' W
       TEXAS
        Abilene AP                32? 25' N     99? 41' W
        Alice AP                  27? 44' N     98? 2' W
        Amarillo AP               35? 14' N    100? 42' W
        Austin AP                 30? 18' N     97? 42' W
        Bay City                  29? 0' N      95? 58' W
        Beaumont                  29? 57' N     94? 1' W
        Beeville                  28? 22' N     97? 40' W
        Big Spring AP (S)         32? 18' N    101? 27' W
        Brownsville AP (S)        25? 54' N     97? 26' W
        Brownwood                 31? 48' N     98? 57' W
        Bryan AP                  30? 40' N     96? 33' W
        Corpus Christi AP         27? 46' N     97? 30' W
        Corsicana                 32? 5' N      96? 28' W
        Dallas AP                 32? 51' N     96? 51' W
        Del Rio, Laughlin AFB     29? 22' N    100? 47' W
        Denton                    33? 12' N     97? 6' W
        Eagle Pass                28? 52' N    100? 32' W
        El Paso AP (S)            31? 48' N    106? 24' W
        Fort Worth AP (S)         32? 50' N     97? 3' W
        Galveston AP              29? 18' N     94? 48' W
        Greenville                33? 4' N      96? 3' W
        Harlingen                 26? 14' N     97? 39' W
        Houston AP                29? 58' N     95? 21' W
        Houston Co                29? 59' N     95? 22' W
        Huntsville                30? 43' N     95? 33' W
        Killeen, Robert Gray AAF  31? 5' N      97? 41' W
        Lamesa                    32? 42' N    101? 56' W
        Laredo AFB                27? 32' N     99? 27' W
        Longview                  32? 28' N     94? 44' W
        Lubbock AP                33? 39' N    101? 49' W
        Lufkin AP                 31? 25' N     94? 48' W
        Mcallen                   26? 12' N     98? 13' W
        Midland AP (S)            31? 57' N    102? 11' W
        Mineral Wells AP          32? 47' N     98? 4' W
        Palestine Co              31? 47' N     95? 38' W
        Pampa                     35? 32' N    100? 59' W
        Pecos                     31? 25' N    103? 30' W
        Plainview                 34? 11' N    101? 42' W
        Port Arthur AP            29? 57' N     94? 1' W
        San Angelo?
        Goodfellow AFB            31? 26' N    100? 24' W
        San Antonio AP (S)        29? 32' N     98? 28' W
        Sherman, Perrin AFB       33? 43' N     96? 40' W
        Snyder                    32? 43' N    100? 55' W
        Temple                    31? 6' N      97? 21' W
        Tyler AP                  32? 21' N     95? 16' W
        Vernon                    34? 10' N     99? 18' W
        Victoria AP               28? 51' N     96? 55' W
        Waco AP                   31? 37' N     97? 13' W
        Wichita Falls AP          33? 58' N     98? 29' W
       UTAH
        Cedar City AP             37? 42' N    113? 6' W
        Logan                     41? 45' N    111? 49' W
        Moab                      38? 36' N    109? 36' W
        Ogden AP                  41? 12' N    112? 1' W
        Price                     39? 37' N    110? 50' W
        Provo                     40? 13' N    111? 43' W
        Richfield                 38? 46' N    112? 5' W
        St George Co              37? 2' N     113? 31' W
        Salt Lake City AP (S)     40? 46' N    111? 58' W
        Vernal AP                 40? 27' N    109? 31' W
       VERMONT
        Barre                     44? 12' N     72? 31' W
        Burlington AP (S)         44? 28' N     73? 9' W
        Rutland                   43? 36' N     72? 58' W
       VIRGINIA
        Charlottesville           38? 2' N      78? 31' W
        Danville AP               36? 34' N     79? 20' W
        Fredericksburg            38? 18' N     77? 28' W
        Harrisonburg              38? 27' N     78? 54' W
        Lynchburg AP              37? 20' N     79? 12' W
        Norfolk AP                36? 54' N     76? 12' W
        Petersburg                37? 11' N     77? 31' W
        Richmond AP               37? 30' N     77? 20' W
        Roanoke AP                37? 19' N     79? 58' W
        Staunton                  38? 16' N     78? 54' W
        Winchester                39? 12' N     78? 10' W
       WASHINGTON
        Aberdeen                  46? 59' N    123? 49' W
        Bellingham AP             48? 48' N    122? 32' W
        Bremerton                 47? 34' N    122? 40' W
        Ellensburg AP             47? 2' N     120? 31' W
        Everett, Paine AFB        47? 55' N    122? 17' W
        Kennewick                 46? 13' N    119? 8' W
        Longview                  46? 10' N    122? 56' W
        Moses Lake, Larson AFB    47? 12' N    119? 19' W
        Olympia AP                46? 58' N    122? 54' W
        Port Angeles              48? 7' N     123? 26' W
        Seattle-Boeing Field      47? 32' N    122? 18' W
        Seattle Co (S)            47? 39' N    122? 18' W
        Seattle-Tacoma AP (S)     47? 27' N    122? 18' W
        Spokane AP (S)            47? 38' N    117? 31' W
        Tacoma, McChord AFB       47? 15' N    122? 30' W
        Walla Walla AP            46? 6' N     118? 17' W
        Wenatchee                 47? 25' N    120? 19' W
        Yakima AP                 46? 34' N    120? 32' W
       WEST VIRGINIA
        Beckley                   37? 47' N     81? 7' W
        Bluefield AP              37? 18' N     81? 13' W
        Charleston AP             38? 22' N     81? 36' W
        Clarksburg                39? 16' N     80? 21' W
        Elkins AP                 38? 53' N     79? 51' W
        Huntington Co             38? 25' N     82? 30' W
        Martinsburg AP            39? 24' N     77? 59' W
        Morgantown AP             39? 39' N     79? 55' W
        Parkersburg Co            39? 16' N     81? 34' W
        Wheeling                  40? 7' N      80? 42' W
       WISCONSIN
        Appleton                  44? 15' N     88? 23' W
        Ashland                   46? 34' N     90? 58' W
        Beloit                    42? 30' N     89? 2' W
        Eau Claire AP             44? 52' N     91? 29' W
        Fond Du Lac               43? 48' N     88? 27' W
        Green Bay AP              44? 29' N     88? 8' W
        La Crosse AP              43? 52' N     91? 15' W
        Madison AP (S)            43? 8' N      89? 20' W
        Manitowoc                 44? 6' N      87? 41' W
        Marinette                 45? 6' N      87? 38' W
        Milwaukee AP              42? 57' N     87? 54' W
        Racine                    42? 43' N     87? 51' W
        Sheboygan                 43? 45' N     87? 43' W
        Stevens Point             44? 30' N     89? 34' W
        Waukesha                  43? 1' N      88? 14' W
        Wausau AP                 44? 55' N     89? 37' W
       WYOMING
        Casper AP                 42? 55' N    106? 28' W
        Cheyenne                  41? 9' N     104? 49' W
        Cody AP                   44? 33' N    109? 4' W
        Evanston                  41? 16' N    110? 57' W
        Lander AP (S)             42? 49' N    108? 44' W
        Laramie AP (S)            41? 19' N    105? 41' W
        Newcastle                 43? 51' N    104? 13' W
        Rawlins                   41? 48' N    107? 12' W
        Rock Springs AP           41? 36' N    109? 0' W
        Sheridan AP               44? 46' N    106? 58' W
        Torrington                42? 5' N     104? 13' W
