#Without archiving
50      13.33333333334
100     24
150     21.6153846154
200     32.38095238092
250     23.0421865716
300     23.57575757576
350     26.52602952602
400     29.11284793636
450     18.19147835088
500     23.47661396574
550     21.81857870486
600     25.38473410352
650     28.67380059488
700     28.26975222066
750     32.71103896104
800     30.0262662069


#With archiving
50      8.999999999998
100     13.92857142856
150     15.20833333336
200     18.38383838382
250     12.7142857143
300     13.792626728108
350     14.68700913472
400     16.8231884058
450     14.60210331864
500     12.83180013918
550     15.61452695528
600     13.56236983356
650     11.242569867252
700     15.64133583902
750     13.15044838178
800     12.11692444384


##Without archiving
#50	12
#100	16.818181818188
#150	22.22727272728
#200	28.952380952362
#250	19.82828282828
#300	27.10516934044
#350	23.10037214248
#400	29.77272727272
#450	27.26785714286
#500	29.24783549784
#550	25.79110105584
#600	23.46335403726
#650	28.38840155946
#700	26.55555555552
#750	25.48833832074
#800	23.46610411316
#
#
##With archiving
#50	9.333333333332
#100	9.652661064422
#150	10.34583333334
#200	12.673400673402
#250	13.553921568654
#300	14.94763122642
#350	15.57028137978
#400	15.20593251764
#450	12.28384518709
#500	14.37575679917
#550	14.341247551198
#600	13.88245614034
#650	13.07308201056
#700	13.339534778852
#750	12.331461207462
#800	12.73233847754
